-1.0328,1,1,1
-0.48532,1,1,1
0.024969,1,1,1
-0.022475,1,1,1
1.0335,1,1,1
0.18212,1,1,1
0.37034,1,1,1
-0.72326,1,1,1
-0.75524,1,1,1
-1.2216,1,1,1
0.12235,1,1,1
0.50285,1,1,1
-0.15361,1,1,1
-0.013641,1,1,1
0.51553,1,1,1
-0.42307,1,1,1
-0.28546,1,1,1
-0.49479,1,1,1
0.30231,1,1,1
-0.12439,1,1,1
-0.32461,1,1,1
-0.97138,1,1,1
-0.36882,1,1,1
1.0122,1,1,1
-0.67218,1,1,1
-0.44611,1,1,1
-1.1781,1,1,1
0.091449,1,1,1
0.09985,1,1,1
-0.0035593,1,1,1
0.41447,1,1,1
-0.49863,1,1,1
0.084439,1,1,1
-0.27132,1,1,1
-0.96853,1,1,1
0.43012,1,1,1
0.36896,1,1,1
-1.9538,1,1,1
-0.34032,1,1,1
-1.0387,1,1,1
0.34392,1,1,1
0.21797,1,1,1
0.34653,1,1,1
-0.21073,1,1,1
0.48319,1,1,1
0.1971,1,1,1
-0.13491,1,1,1
-0.64641,1,1,1
1.3483,1,1,1
0.59792,1,1,1
-1.4193,1,1,1
0.61617,1,1,1
0.60073,1,1,1
0.4983,1,1,1
0.13492,1,1,1
0.87749,1,1,1
-0.43771,1,1,1
0.50757,1,1,1
-0.81841,1,1,1
-0.74166,1,1,1
-0.87435,1,1,1
0.036355,1,1,1
0.055978,1,1,1
0.45885,1,1,1
0.75625,1,1,1
0.21032,1,1,1
-0.37593,1,1,1
-0.92602,1,1,1
-0.41221,1,1,1
0.46974,1,1,1
0.83252,1,1,1
0.10943,1,1,1
0.39126,1,1,1
-1.0165,1,1,1
-0.5829,1,1,1
0.22629,1,2,1
0.83207,1,2,1
0.77733,1,2,1
0.1641,1,2,1
-0.62194,1,2,1
-0.86115,1,2,1
-0.35276,1,2,1
-0.063719,1,2,1
-0.84715,1,2,1
-0.44605,1,2,1
0.16944,1,2,1
0.20299,1,2,1
-0.24668,1,2,1
0.13824,1,2,1
-0.2332,1,2,1
-0.17702,1,2,1
0.84623,1,2,1
0.56517,1,2,1
-0.62748,1,2,1
-0.23665,1,2,1
1.2626,1,2,1
0.23276,1,2,1
-1.0021,1,2,1
-0.078795,1,2,1
0.45712,1,2,1
0.19424,1,2,1
-1.3874,1,2,1
-0.99755,1,2,1
1.469,1,2,1
-0.51828,1,2,1
-0.45887,1,2,1
-0.78732,1,2,1
0.080327,1,2,1
0.13378,1,2,1
-0.075056,1,2,1
-0.93629,1,2,1
0.063987,1,2,1
-0.10543,1,2,1
-0.99312,1,2,1
-0.32749,1,2,1
-1.5121,1,2,1
0.077133,1,2,1
-1.5075,1,2,1
0.69812,1,2,1
0.32005,1,2,1
-0.77438,1,2,1
-0.82592,1,2,1
-0.27416,1,2,1
-0.47376,1,2,1
-0.24296,1,2,1
-0.48938,1,2,1
-0.65676,1,2,1
0.6544,1,2,1
-0.66317,1,2,1
0.49078,1,2,1
-1.4927,1,2,1
-0.67754,1,2,1
0.42754,1,2,1
0.36856,1,2,1
0.84029,1,2,1
0.27705,1,3,1
-0.25711,1,3,1
-0.26073,1,3,1
0.13515,1,3,1
0.25538,1,3,1
-0.32026,1,3,1
-1.0525,1,3,1
1.1437,1,3,1
-1.4039,1,3,1
-0.12855,1,3,1
0.53116,1,3,1
-0.37664,1,3,1
-1.1109,1,3,1
0.15174,1,3,1
0.69982,1,3,1
-0.17424,1,3,1
-0.90345,1,3,1
1.2312,1,3,1
-0.45737,1,3,1
-1.1905,1,3,1
-0.030266,1,3,1
-0.14313,1,3,1
0.60483,1,3,1
0.45927,1,3,1
-0.81326,1,3,1
0.2751,1,3,1
0.40299,1,3,1
0.26803,1,3,1
-0.26743,1,3,1
-0.85833,1,3,1
-0.62715,1,3,1
0.11704,1,3,1
-0.72294,1,3,1
-0.096785,1,3,1
0.60397,1,3,1
0.873,1,3,1
-0.071,1,3,1
0.15606,1,3,1
0.25577,1,3,1
0.1064,1,3,1
0.30514,1,3,1
-0.92292,1,3,1
-0.31324,1,3,1
0.26277,1,3,1
0.22513,1,3,1
1.3804,1,3,1
0.62038,1,3,1
0.33595,1,3,1
-1.0622,1,3,1
-0.00098849,1,3,1
-0.29889,1,3,1
-0.58236,1,3,1
0.054445,1,3,1
0.1155,1,3,1
-0.33205,1,3,1
-0.51903,1,3,1
0.34441,1,3,1
-0.14003,1,3,1
0.98503,1,3,1
0.0019952,1,3,1
-0.092383,1,3,1
-0.77068,1,3,1
-0.086021,1,3,1
-0.69451,1,3,1
-1.4436,1,3,1
0.71479,1,3,1
-0.22694,1,3,1
-0.5489,1,3,1
-0.54666,1,3,1
0.55277,1,3,1
0.62906,1,3,1
0.14913,1,3,1
-0.34976,1,3,1
0.024855,1,3,1
1.7985,1,3,1
0.01253,2,1,1
0.50381,2,1,1
-0.069869,2,1,1
0.29075,2,1,1
0.073932,2,1,1
