0.095115,1,1,0
0.064968,1,1,0
0.076106,1,1,0
0.18132,1,1,0
0.11344,1,1,0
0.028445,1,1,0
0.25999,1,1,0
0.33115,1,1,0
0.1988,1,1,0
0.26782,1,1,0
0.1095,1,1,0
0.13375,1,1,0
0.13517,1,1,0
0.1148,1,1,0
0.29859,1,1,0
0.017421,1,1,0
0.14045,1,1,0
0.20014,1,1,0
0.21088,1,1,0
0.16659,1,1,0
0.20228,1,1,0
0.032437,1,1,0
0.17867,1,1,0
-0.0225,1,1,0
0.1192,1,1,0
0.029147,1,1,0
0.22038,1,1,0
0.10359,1,1,0
0.12788,1,1,0
0.1392,1,1,0
0.12279,1,1,0
0.14886,1,1,0
0.20221,1,1,0
0.13596,1,1,0
0.14418,1,1,0
0.11005,1,1,0
0.21851,1,1,0
-0.018636,1,1,0
0.19255,1,1,0
0.098098,1,1,0
0.057199,1,1,0
0.12007,1,1,0
0.11062,1,1,0
0.12204,1,1,0
0.094991,1,1,0
0.053091,1,1,0
-0.019389,1,1,0
0.3095,1,1,0
0.074784,1,1,0
0.1691,1,1,0
0.27617,1,1,0
0.07628,1,1,0
0.17681,1,1,0
0.18292,1,1,0
0.20481,1,1,0
0.073451,1,1,0
0.1653,1,1,0
0.1949,1,1,0
0.24043,1,1,0
0.29847,1,1,0
0.21005,1,1,0
0.14087,1,1,0
0.056242,1,1,0
0.070538,1,1,0
0.23004,1,1,0
0.15328,1,1,0
0.12602,1,1,0
0.05255,1,1,0
0.23416,1,1,0
0.16636,1,1,0
0.17083,1,1,0
0.090647,1,1,0
0.020934,1,1,0
0.08124,1,1,0
0.24072,1,1,0
0.17279,1,2,0
0.11908,1,2,0
0.084153,1,2,0
5.6585e-05,1,2,0
-0.015663,1,2,0
0.14763,1,2,0
0.022018,1,2,0
0.2516,1,2,0
0.227,1,2,0
0.09195,1,2,0
0.065118,1,2,0
0.054636,1,2,0
0.14966,1,2,0
0.080581,1,2,0
0.13963,1,2,0
0.30504,1,2,0
0.17667,1,2,0
0.28676,1,2,0
0.082684,1,2,0
0.094984,1,2,0
0.26526,1,2,0
0.2508,1,2,0
0.17166,1,2,0
0.19888,1,2,0
0.19671,1,2,0
0.20704,1,2,0
0.15037,1,2,0
0.18616,1,2,0
0.17513,1,2,0
0.15461,1,2,0
0.22747,1,2,0
0.20973,1,2,0
0.15052,1,2,0
0.063193,1,2,0
0.16649,1,2,0
0.18761,1,2,0
0.12461,1,2,0
0.19674,1,2,0
0.23516,1,2,0
0.10197,1,2,0
0.10436,1,2,0
0.11096,1,2,0
0.27603,1,2,0
0.011852,1,2,0
0.085219,1,2,0
0.11501,1,2,0
0.074938,1,2,0
0.22402,1,2,0
0.13163,1,2,0
0.2266,1,2,0
0.07978,1,2,0
0.16711,1,2,0
0.21689,1,2,0
0.28081,1,2,0
0.28376,1,2,0
0.045996,1,2,0
0.28292,1,2,0
0.28689,1,2,0
0.11737,1,2,0
0.24003,1,2,0
0.13499,1,3,0
0.012898,1,3,0
0.22919,1,3,0
0.10178,1,3,0
0.19725,1,3,0
0.19151,1,3,0
0.12478,1,3,0
0.13813,1,3,0
0.20526,1,3,0
-0.072433,1,3,0
0.21095,1,3,0
0.24459,1,3,0
0.12251,1,3,0
0.045433,1,3,0
0.10204,1,3,0
0.24528,1,3,0
0.13168,1,3,0
0.24027,1,3,0
0.1728,1,3,0
0.1253,1,3,0
0.19129,1,3,0
0.11334,1,3,0
0.078175,1,3,0
0.089343,1,3,0
0.12365,1,3,0
0.18262,1,3,0
0.23002,1,3,0
0.075324,1,3,0
0.19515,1,3,0
0.13114,1,3,0
0.13504,1,3,0
0.17603,1,3,0
0.20406,1,3,0
0.1796,1,3,0
0.24821,1,3,0
0.13617,1,3,0
0.22049,1,3,0
0.1623,1,3,0
0.2064,1,3,0
0.1165,1,3,0
0.05832,1,3,0
0.14994,1,3,0
0.12405,1,3,0
0.0921,1,3,0
0.21162,1,3,0
0.23176,1,3,0
0.078164,1,3,0
0.086179,1,3,0
0.27131,1,3,0
0.19319,1,3,0
0.19906,1,3,0
0.15806,1,3,0
0.18076,1,3,0
0.10592,1,3,0
0.2177,1,3,0
0.050676,1,3,0
0.051087,1,3,0
0.16691,1,3,0
0.33975,1,3,0
0.20202,1,3,0
0.05482,1,3,0
0.285,1,3,0
0.069956,1,3,0
0.16126,1,3,0
0.14273,1,3,0
0.17039,1,3,0
0.3721,1,3,0
0.14237,1,3,0
0.13241,1,3,0
-0.016175,1,3,0
0.11695,1,3,0
0.21339,1,3,0
0.25585,1,3,0
0.067057,1,3,0
0.24713,1,3,0
1.1162,2,1,0
0.72467,2,1,0
1.2243,2,1,0
